Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
North America,NAC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,7.54498E+11,9.39498E+11,1.00818E+12,1.04165E+12,1.23254E+12,1.6455E+12,1.36913E+12,1.66396E+12,2.06667E+12,1.84879E+12,2.59374E+12,2.87484E+12,2.93737E+12,3.22675E+12,3.92563E+12,3.55213E+12,4.66823E+12,5.00379E+12,5.8466E+12,5.71346E+12,7.62377E+12,9.36029E+12,1.17807E+13,1.40045E+13,1.62257E+13,1.58807E+13,1.46015E+13,1.19453E+13,1.51794E+13,1.75031E+13,1.84852E+13,2.12724E+13,2.21116E+13,1.26258E+13,1.67561E+13,1.94562E+13,1.75548E+13,2.07298E+13,2.61501E+13,2.84276E+13,2.66628E+13,2.93482E+13,
Namibia,NAM,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27800000,196300000,189110000,473610000,689260000,427520000,666990000,303290000,150500000,82950000,68961050,92229400,121337800,157789470,173587290,48666880,31091010,1176270,1152430,,,,,,
New Caledonia,NCL,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142500000,2977300000,7777200000,12714500000,12559050000,10321670000,2939580000,,,2373940000,,15865940000,22244000000,32830510000,84894570000,48062280000,32223400000,50546400000,39028390000,56205200000,80609900000,62766310000,49973880000,29792434000,
Nicaragua,NIC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,18300020000,20199990000,22518250000,26576140000,29197590000,29359340000,21847680000,25712710000,33741560000,35425550000,59362550000,83713670000,87105490000,1.08099E+11,1.54466E+11,1.19825E+11,1.69097E+11,1.70744E+11,1.81754E+11,2.24E+11,2.86651E+11,3.75358E+11,4.68631E+11,6.03182E+11,6.94055E+11,6.40456E+11,5.03023E+11,4.01268E+11,4.88647E+11,5.38664E+11,5.92836E+11,7.79543E+11,9.56158E+11,3.88721E+11,5.59195E+11,6.61099E+11,5.94637E+11,6.50811E+11,8.1784E+11,7.86574E+11,7.28486E+11,8.54349E+11,
Norway,NOR,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,3334430000,2395630000,4585350000,57926160000,10062640000,10108300000,11888020000,15755770000,25285260000,26129830000,21997200000,17840400000,27371140000,36459340000,44586980000,56877690000,66509410000,46420920000,63699920000,65774110000,69465400000,64169760000,95919910000,1.4143E+11,1.91079E+11,2.80851E+11,3.5492E+11,1.45906E+11,2.27233E+11,2.95288E+11,2.20936E+11,2.42765E+11,2.65377E+11,2.1937E+11,1.93896E+11,2.31257E+11,
Nepal,NPL,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,8785860000,22215470000,15653890000,13448730000,13487070000,8823770000,14298000000,15324000000,25620870000,27117660000,31373000000,38290580000,30509230000,24783940000,28351500000,18613210000,17821780000,21761620000,33049760000,43731330000,40592460000,44816540000,47485600000,24209610000,35506850000,,,52870100000,65961560000,74415690000,74350500000,80048458702,
OECD members,OED,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,1.15464E+12,1.3559E+12,1.31561E+12,1.46402E+12,1.85886E+12,2.37718E+12,2.259E+12,2.55638E+12,3.17794E+12,3.15202E+12,4.49952E+12,6.1258E+12,7.40891E+12,9.05662E+12,1.08064E+13,8.94495E+12,1.05847E+13,1.00456E+13,1.23942E+13,1.31465E+13,1.5626E+13,1.7724E+13,2.0293E+13,2.33989E+13,3.15823E+13,2.91529E+13,2.52408E+13,2.12312E+13,2.81156E+13,3.27888E+13,3.57402E+13,4.25665E+13,4.58802E+13,2.55324E+13,3.13253E+13,3.53265E+13,3.09672E+13,3.59447E+13,4.42805E+13,4.54054E+13,4.30561E+13,4.58599E+13,
Oman,OMN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611300000,2133000000,2378600000,3043640000,7495580000,4391690000,4177360000,4177360000,4063100000,,,9434910000,15268930000,16103990000,26682250000,20588940000,22468970000,28315950000,26863320000,30291300000,36766600000,37830490000,41123170000,23285264254,
Other small states,OSS,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12651700000,12927800000,9459210000,11660460000,11805320000,5418610000,7007800000,6624600000,4903400000,,,45595630000,45317280000,44906480000,69715390000,23354040000,31886980000,38007180000,32567930000,,,,,,
Panama,PAN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436000000,761600000,831000000,1279510000,2175150000,3817400000,3482000000,2794000000,2602100000,3094500000,3220000000,4202600000,5962800000,7151400000,7203300000,7065200000,7722500000,8348000000,10681700000,12544000000,12570000000,13755890000,13174310000,13563970000,
Peru,PER,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15495960000,9868500000,12091970000,9749910000,9790330000,11441440000,14125030000,18073730000,24139720000,40021560000,69386470000,37876760000,71662540000,1.03347E+11,81878190000,1.02617E+11,80977520000,78839860000,56555700000,81088973557,
Philippines,PHL,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80648630000,31360600000,35297040000,42177840000,25980660000,21245370000,18507430000,23175720000,28601910000,39798720000,67851740000,1.02853E+11,52030600000,86349430000,1.57321E+11,1.65066E+11,2.29317E+11,2.1732E+11,2.61841E+11,2.3882E+11,2.39738E+11,
Palau,PLW,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2962560000,3825030000,6138410000,7744350000,12960830000,11181680000,17514140000,11027250000,12592450000,,,,,,
Poland,POL,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4564210000,8373690000,12134750000,20460970000,29576810000,31279370000,26016650000,28380430000,37020270000,70530890000,94028510000,1.48849E+11,2.1162E+11,90815490000,1.50962E+11,1.90706E+11,1.38244E+11,1.77408E+11,2.04543E+11,1.68896E+11,1.3777E+11,1.38691E+11,
Pre-demographic dividend,PRE,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People‰Ûªs Rep.",PRK,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38953480000,62954000000,68147740000,60680690000,46337810000,42845350000,58284740000,70240380000,66973400000,1.04187E+11,1.32239E+11,68876020000,98247200000,81996700000,61689890000,65519040000,79177900000,57774190000,59837190000,57196516622,
Paraguay,PRY,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387540000,423720000,366720000,312800000,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602320000,453100000,512320000,418350000,461180000,777420000,3161510000,1933360000,1753310000,1820560000,2375360000,2449900000,2782470000,2859140000,3247480000,3187260000,3339200000,3390120000,
Pacific island small states,PSS,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,1.16227E+12,1.3668E+12,1.32613E+12,1.47621E+12,1.89095E+12,2.4345E+12,2.32481E+12,2.57217E+12,3.20489E+12,3.1781E+12,4.53364E+12,6.18086E+12,7.4597E+12,9.13442E+12,1.08846E+13,9.01328E+12,1.0609E+13,1.00658E+13,1.25765E+13,1.32956E+13,1.58525E+13,1.80786E+13,2.04176E+13,2.35334E+13,3.1889E+13,2.95001E+13,2.54785E+13,2.14848E+13,2.85174E+13,3.32189E+13,3.62058E+13,4.35463E+13,4.76786E+13,2.64289E+13,3.29305E+13,3.71819E+13,3.26029E+13,3.79389E+13,4.65602E+13,4.79488E+13,4.55941E+13,4.84904E+13,
French Polynesia,PYF,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95506240000,76530570000,,,,,1.52576E+11,1.8586E+11,1.42556E+11,1.54824E+11,
Romania,ROU,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356590000,313690000,363790000,1103100000,2489000000,3403000000,10964000000,15857840000,25234970000,30642040000,15149440000,13072970000,14200970000,14023920000,,,,,,
Russian Federation,RUS,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.61736E+11,9.51296E+11,7.83555E+11,8.2534E+11,7.70657E+11,3.85927E+11,3.93238E+11,6.22052E+11,
Rwanda,RWA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81804E+11,4.37104E+11,6.07411E+11,8.75404E+11,1.9051E+12,6.86566E+11,1.36888E+12,1.73138E+12,1.10689E+12,1.28031E+12,1.15764E+12,1.58196E+12,1.53702E+12,1.58536E+12,
Saudi Arabia,SAU,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18734E+11,3.5341E+11,3.38873E+11,3.73375E+11,4.67366E+11,4.83116E+11,4.2106E+11,4.48831E+11,
Sudan,SDN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,13609730000,24417910000,34807650000,11732560000,15525340000,12246510000,11069260000,16620000000,17876810000,24011770000,35924510000,34268500000,47593400000,48933600000,1.32668E+11,1.34089E+11,1.48004E+11,1.50044E+11,1.04438E+11,94986670000,1.92983E+11,1.52826E+11,1.15689E+11,1.01486E+11,1.48503E+11,2.17495E+11,2.5734E+11,3.84286E+11,5.39177E+11,2.64974E+11,4.81247E+11,6.47226E+11,5.98273E+11,7.65078E+11,7.44413E+11,7.52831E+11,6.39956E+11,6.40428E+11,
Solomon Islands,SLB,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426600000,3259900000,6996610000,15863160000,29602760000,15334920000,14292890000,4158360000,4055580000,,,,,,
Sub-Saharan Africa (excluding high income),SSA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71273E+11,2.93736E+11,2.64414E+11,,1.88339E+11,2.71134E+11,,,,,,,,,,,,,,,,,,
South Sudan,SSD,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71273E+11,2.93736E+11,2.64414E+11,,1.88339E+11,2.71134E+11,,,,,,,,,,,,,,,,,,
Small states,SST,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625990000,2935790000,1201900000,1209750000,1359710000,650480000,459970000,436180000,543500000,926730000,1294840000,2409060000,2457950000,5831440000,6910820000,5381080000,5091820000,4166890000,5430820000,4610560000,4801320000,,,,
Slovenia,SVN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875520000,2984930000,2854000000,3099650000,3461290000,5577900000,7134130000,9676810000,7898880000,15181750000,28859820000,11799390000,12140920000,9428350000,6325860000,6474850000,7128430000,7519360000,6034990000,5262429994,
Sweden,SWE,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,2200010000,2600010000,7600940000,10224760000,10676110000,12909710000,17215760000,18596750000,30244970000,25674080000,37295710000,63355090000,70377220000,99675170000,1.19239E+11,92014740000,97055300000,78079270000,1.0051E+11,1.1926E+11,1.7255E+11,2.40382E+11,2.6471E+11,2.78707E+11,3.73278E+11,3.28339E+11,2.36514E+11,1.79117E+11,2.89877E+11,,,,,,,,,,,,,,
Swaziland,SWZ,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338600000,338860000,471190000,129460000,85040000,94830000,73030000,127100000,147770000,172250000,222040000,196330000,197500000,234260000,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.73608E+11,8.50412E+11,8.3362E+11,1.73568E+12,5.32879E+12,2.24261E+12,4.38466E+12,5.27311E+12,4.66556E+12,5.24381E+12,5.40795E+12,7.62441E+12,9.56376E+12,8.84538E+12,
Europe & Central Asia (IDA & IBRD countries),TEC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23494E+12,1.56457E+12,1.21947E+12,1.34528E+12,1.19717E+12,7.97558E+11,7.54761E+11,9.72669E+11,
Togo,TGO,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23085060000,20453640000,38069100000,57278300000,1.28119E+11,1.271E+11,1.40278E+11,96697310000,22886210000,34252430000,57176550000,29217400000,35943180000,45504360000,1.19017E+11,1.1539E+11,1.23885E+11,1.40161E+11,1.97129E+11,1.03128E+11,1.76956E+11,2.77732E+11,2.68489E+11,3.89756E+11,3.54367E+11,4.30427E+11,3.48798E+11,4.32956E+11,
Tajikistan,TJK,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49255E+11,4.70124E+11,3.21653E+11,4.96479E+11,6.83101E+11,9.79972E+11,1.38951E+12,2.21814E+12,1.13224E+12,2.18714E+12,2.73115E+12,2.25186E+12,2.47735E+12,2.16097E+12,1.85687E+12,1.29496E+12,1.58392E+12,
Timor-Leste,TLS,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94284E+11,2.61919E+11,2.38704E+11,5.06271E+11,,2.362E+11,2.44841E+11,
Tonga,TON,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81804E+11,4.37104E+11,6.07411E+11,8.75404E+11,1.9051E+12,6.86566E+11,1.36888E+12,1.73138E+12,1.10689E+12,1.28031E+12,1.15764E+12,1.58196E+12,1.53702E+12,1.58536E+12,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71273E+11,2.93736E+11,2.64414E+11,,1.88339E+11,2.71134E+11,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3418490000,3889100000,,,,,,,,,,,,,,,,
Tunisia,TUN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4028260000,3762020000,2237120000,2172880000,,,,,,,,,,,,10651710000,9661970000,,8600520000,8743770000,8819260000,8450200000,
Turkey,TUR,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36612690000,21605060000,20771720000,30311800000,61095030000,33645590000,1.12716E+11,69710920000,48387990000,36043970000,68379000000,98298000000,1.59997E+11,1.60875E+11,2.84531E+11,1.17584E+11,2.31676E+11,3.02443E+11,1.97074E+11,3.15198E+11,1.95746E+11,2.19763E+11,1.88862E+11,1.71765E+11,
Tuvalu,TUV,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171390000,231480000,398100000,,,,,,,,,,,,,,,,
Uganda,UGA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38897400000,25654060000,,,,,,
Upper middle income,UMC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57795E+12,1.93068E+12,2.35413E+12,3.78209E+12,8.37547E+12,3.82811E+12,7.95739E+12,9.47067E+12,8.02638E+12,8.90059E+12,9.00054E+12,1.02173E+13,1.14854E+13,1.13987E+13,
Uruguay,URY,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300440000,283800000,,,,,,,,,,,,,,,,,,,,,
United States,USA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,7.038E+11,8.831E+11,8.34238E+11,8.61961E+11,9.93591E+11,1.3598E+12,1.26356E+12,1.45687E+12,1.80903E+12,1.60216E+12,2.30086E+12,2.53794E+12,2.53177E+12,2.77994E+12,3.38223E+12,3.09345E+12,4.1596E+12,4.54584E+12,5.25108E+12,5.13774E+12,6.95203E+12,8.4805E+12,1.07701E+13,1.29226E+13,1.47774E+13,1.51078E+13,1.39837E+13,1.10544E+13,1.42663E+13,1.63237E+13,1.70009E+13,1.9569E+13,1.99223E+13,1.15903E+13,1.50773E+13,1.72835E+13,1.56407E+13,1.86683E+13,2.40349E+13,2.63306E+13,2.50675E+13,2.73522E+13,
Uzbekistan,UZB,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800700000,4927900000,4285060000,10063460000,14580590000,7580420000,7453750000,8100000000,6215800000,3979600000,,,,,,,,,,,,,,,
British Virgin Islands,VGB,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9480740000,26525890000,30115450000,21574350000,32552900000,40061270000,46067020000,51876650000,66395686031,
